table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2009",,,,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,,,"April 1, 2000",
,,,"July 1,
2009","July 1,
2008","July 1,
2007","July 1,
2006","July 1,
2005","July 1,
2004","July 1,
2003","July 1,
2002","July 1,
2001","July 1,
2000",Estimates base,Census
,,Metropolitan statistical areas,,,,,,,,,,,,
,,(Titles of metropolitan divisions are indented.),,,,,,,,,,,,
21980,,"Fallon, NV","24,897","24,808","24,733","24,624","24,460","24,117","24,047","24,088","24,316","24,008","23,982","23,982"
22060,,"Faribault-Northfield, MN","62,723","62,583","61,985","61,492","60,544","59,933","59,232","58,399","57,717","56,812","56,666","56,665"
22100,,"Farmington, MO","63,884","63,314","62,740","62,110","61,620","60,320","57,693","56,549","56,090","55,743","55,641","55,641"
22260,,"Fergus Falls, MN","56,588","56,895","56,973","57,135","56,967","57,246","57,302","57,165","57,080","57,151","57,159","57,159"
22280,,"Fernley, NV","52,641","52,813","52,305","50,289","46,607","42,846","39,890","37,764","36,129","34,841","34,501","34,501"
22300,,"Findlay, OH","74,538","74,367","74,328","73,791","73,266","73,289","72,931","72,528","71,940","71,329","71,299","71,295"
22340,,"Fitzgerald, GA","27,653","27,968","27,691","27,732","27,320","26,768","27,073","27,130","27,288","27,432","27,415","27,415"
22580,,"Forest City, NC","63,415","63,436","63,103","63,033","62,779","62,819","63,042","62,969","63,155","62,962","62,903","62,899"
22620,,"Forrest City, AR","26,255","26,260","26,788","27,095","27,447","27,930","28,453","28,544","28,830","29,284","29,329","29,329"
22700,,"Fort Dodge, IA","38,346","38,372","38,448","38,550","38,574","38,930","39,372","39,672","40,037","40,195","40,235","40,235"
22780,,"Fort Leonard Wood, MO","46,457","44,760","44,402","43,871","43,929","44,101","44,586","43,791","42,867","41,712","41,165","41,165"
22800,,"Fort Madison-Keokuk, IA-MO","42,574","42,644","43,023","43,189","43,320","43,616","43,746","44,224","44,819","45,309","45,468","45,468"
22820,,"Fort Morgan, CO","27,850","27,540","27,552","27,639","27,567","27,607","27,634","27,499","27,281","27,256","27,171","27,171"
22840,,"Fort Payne, AL","69,380","68,894","68,275","67,447","66,920","66,574","66,009","65,545","65,519","64,638","64,454","64,452"
22860,,"Fort Polk South, LA","46,616","44,857","47,171","48,467","50,262","50,219","51,143","51,533","52,233","52,522","52,525","52,531"
22980,,"Fort Valley, GA","27,247","27,036","26,184","25,169","24,460","24,566","24,407","24,197","23,966","23,833","23,668","23,668"
23140,,"Frankfort, IN","34,367","34,271","33,988","33,981","33,800","33,800","33,732","33,873","33,953","33,968","33,866","33,866"
23180,,"Frankfort, KY","70,758","70,485","69,874","69,228","68,597","68,246","67,736","67,613","67,574","67,032","66,798","66,798"
23240,,"Fredericksburg, TX","24,180","23,872","23,484","23,242","22,664","22,321","22,032","21,543","21,092","20,911","20,814","20,814"
23300,,"Freeport, IL","46,537","46,598","46,723","46,957","47,290","47,822","47,996","48,034","48,443","48,882","48,979","48,979"
23340,,"Fremont, NE","35,640","35,662","35,857","35,881","35,832","35,787","35,818","35,828","36,024","36,220","36,160","36,160"
23380,,"Fremont, OH","60,071","60,265","60,735","60,994","61,232","61,436","61,409","61,695","61,684","61,810","61,796","61,792"
23500,,"Gaffney, SC","54,714","54,629","54,151","53,860","53,522","53,427","53,266","53,333","52,990","52,665","52,537","52,537"
23620,,"Gainesville, TX","38,650","38,430","38,422","38,366","38,251","37,918","37,685","37,457","36,898","36,462","36,365","36,363"
23660,,"Galesburg, IL","69,057","69,189","69,523","69,939","70,433","71,048","72,053","72,977","73,612","74,437","74,577","74,571"
23700,,"Gallup, NM","70,513","70,423","69,899","70,482","70,624","71,490","71,543","72,921","74,436","74,586","74,798","74,798"
23780,,"Garden City, KS","42,074","40,925","40,782","40,713","40,518","40,547","40,043","40,155","40,674","40,602","40,523","40,523"
23820,,"Gardnerville Ranchos, NV","45,464","45,741","45,775","45,661","45,731","45,591","43,942","43,070","42,145","41,429","41,262","41,259"
23860,,"Georgetown, SC","60,703","60,753","60,354","59,841","59,525","59,176","58,378","57,686","56,788","56,041","55,762","55,797"
23900,,"Gettysburg, PA","102,323","101,943","101,241","100,465","99,081","97,718","95,841","94,242","92,821","91,594","91,292","91,292"
23940,,"Gillette, WY","43,967","41,474","40,462","38,487","37,061","36,260","36,086","35,869","34,526","33,937","33,698","33,698"
23980,,"Glasgow, KY","51,810","51,588","51,231","50,614","50,099","49,369","48,944","48,567","48,550","48,138","48,070","48,070"
24100,,"Gloversville, NY","55,053","55,122","55,075","54,937","54,969","54,976","54,881","54,874","54,866","55,006","55,077","55,073"
24180,,"Granbury, TX","59,493","58,630","57,078","55,976","54,277","53,077","51,992","50,727","49,558","48,298","47,909","47,909"
24260,,"Grand Island, NE","71,596","70,400","69,429","69,007","68,571","68,660","68,397","68,092","67,929","68,211","68,305","68,305"
24380,,"Grants, NM","27,036","27,200","27,209","26,978","27,178","27,179","26,984","26,695","26,632","25,644","25,595","25,595"
24420,,"Grants Pass, OR","81,026","81,174","80,693","80,632","79,834","79,080","78,285","77,413","76,304","75,839","75,724","75,726"
24460,,"Great Bend, KS","27,464","27,505","27,694","27,727","27,880","27,738","27,777","27,861","27,904","28,129","28,205","28,205"
24620,,"Greeneville, TN","66,282","66,090","65,855","65,391","64,874","64,159","63,665","63,426","63,272","63,035","62,909","62,909"
24700,,"Greensburg, IN","25,079","25,117","25,038","25,064","25,030","24,936","24,739","24,656","24,516","24,571","24,558","24,555"
24740,,"Greenville, MS","54,616","54,941","55,482","56,390","57,626","58,230","59,160","60,359","61,654","62,685","62,977","62,977"
24820,,"Greenville, OH","51,814","51,988","52,198","52,342","52,639","52,808","52,873","52,833","53,030","53,292","53,309","53,309"
24900,,"Greenwood, MS","44,841","45,463","45,417","45,405","45,545","46,161","45,571","46,927","47,704","48,606","48,716","48,716"
24940,,"Greenwood, SC","69,671","69,087","68,438","68,205","67,756","67,370","67,368","67,055","66,594","66,293","66,272","66,271"
24980,,"Grenada, MS","23,046","23,093","23,112","23,035","22,726","22,680","22,755","22,936","23,041","23,191","23,263","23,263"
25100,,"Guymon, OK","21,135","20,573","20,151","20,096","20,021","20,198","19,847","20,014","20,113","20,203","20,107","20,107"
25220,,"Hammond, LA","118,688","117,417","115,701","113,119","106,221","104,745","103,360","102,303","101,614","100,826","100,602","100,588"
25300,,"Hannibal, MO","38,083","37,953","37,866","37,958","37,803","37,593","37,738","37,641","37,734","37,962","37,915","37,915"
25340,,"Harriman, TN","53,508","53,473","53,309","53,084","52,556","52,624","52,404","52,094","52,044","51,939","51,911","51,910"
25380,,"Harrisburg, IL","25,738","25,826","26,008","25,996","25,961","26,128","26,112","26,269","26,370","26,631","26,733","26,733"
25460,,"Harrison, AR","45,012","45,157","44,966","44,336","43,789","43,278","43,068","42,938","42,776","42,698","42,556","42,556"
25580,,"Hastings, NE","39,529","39,419","39,189","39,250","39,403","39,286","38,884","38,532","38,500","38,178","38,190","38,190"
25660,,"Havre, MT","16,632","16,453","16,492","16,393","16,201","16,206","16,195","16,292","16,464","16,628","16,671","16,673"
25700,,"Hays, KS","27,739","27,477","27,238","27,228","27,080","27,184","27,302","27,407","27,531","27,455","27,507","27,507"
25720,,"Heber, UT","21,600","20,976","20,395","19,891","18,726","17,827","17,382","16,735","16,090","15,417","15,215","15,215"
25740,,"Helena, MT","73,412","72,444","71,258","69,918","68,896","68,297","67,196","66,364","66,314","65,955","65,763","65,765"
25760,,"Helena-West Helena, AR","20,921","21,458","21,915","22,458","23,260","23,618","24,088","24,772","25,661","26,268","26,445","26,445"
25780,,"Henderson, NC","43,056","42,990","42,950","43,067","42,871","43,066","43,247","43,537","43,655","43,123","42,952","42,954"
25820,,"Hereford, TX","18,353","18,420","18,339","18,253","18,294","18,311","18,171","18,259","18,294","18,492","18,555","18,561"
25900,,"Hilo, HI","177,835","176,399","173,190","169,540","164,887","160,170","156,340","153,170","150,881","149,095","148,676","148,677"
25940,,"Hilton Head Island-Beaufort, SC","178,436","174,910","170,181","165,952","160,766","155,960","151,934","149,420","145,678","142,784","141,619","141,615"
26020,,"Hobbs, NM","60,232","59,129","57,952","56,867","56,109","55,699","55,295","55,422","54,865","55,155","55,508","55,511"
26140,,"Homosassa Springs, FL","140,357","140,865","139,838","136,796","132,947","129,208","125,757","123,243","121,081","118,639","118,085","118,085"
26220,,"Hood River, OR","21,883","21,469","21,169","21,111","20,946","20,783","20,582","20,597","20,396","20,472","20,411","20,411"
26260,,"Hope, AR","32,191","32,118","32,543","32,611","32,627","32,695","32,828","32,950","33,120","33,480","33,540","33,542"
26340,,"Houghton, MI","37,638","37,594","37,171","37,159","37,628","37,787","37,598","37,894","37,847","38,260","38,317","38,317"
26460,,"Hudson, NY","61,618","61,961","62,284","62,383","62,839","62,933","62,782","62,847","62,808","63,055","63,094","63,094"
26480,,"Humboldt, TN","49,468","49,148","48,435","48,022","47,856","47,792","47,690","47,908","47,999","48,154","48,149","48,152"
26500,,"Huntingdon, PA","45,395","45,515","45,530","45,417","45,537","45,608","45,666","45,633","45,556","45,608","45,584","45,586"
26540,,"Huntington, IN","37,777","37,777","37,917","38,003","37,975","38,045","38,071","38,152","37,975","38,099","38,075","38,075"
26660,,"Huntsville, TX","64,119","63,554","63,686","63,953","64,330","63,446","62,762","61,656","62,220","61,745","61,757","61,758"
26700,,"Huron, SD","16,266","15,946","15,760","15,501","15,754","15,921","16,154","16,522","16,806","16,983","17,023","17,023"
26740,,"Hutchinson, KS","63,357","63,227","63,015","63,215","63,256","63,363","63,667","63,961","64,467","64,691","64,790","64,790"
26780,,"Hutchinson, MN","36,939","37,141","37,132","36,854","36,331","35,993","35,588","35,459","35,175","34,863","34,898","34,898"
26860,,"Indiana, PA","87,450","87,557","87,439","87,745","87,956","88,418","88,884","88,879","89,167","89,533","89,605","89,605"
26940,,"Indianola, MS","29,610","30,116","30,962","30,985","31,349","32,053","33,187","33,520","33,954","34,232","34,369","34,369"
27020,,"Iron Mountain, MI-WI","31,245","31,503","31,834","31,959","32,075","32,289","32,034","32,205","32,242","32,569","32,565","32,560"
27220,,"Jackson, WY-ID","30,047","29,573","28,491","27,512","26,821","26,442","25,896","25,460","24,997","24,467","24,248","24,250"
27300,,"Jacksonville, IL","40,090","40,346","40,579","40,683","40,995","41,346","41,387","41,516","41,804","42,156","42,153","42,153"
27380,,"Jacksonville, TX","48,473","48,235","48,118","47,803","47,577","47,384","47,121","46,671","46,722","46,712","46,663","46,659"
27420,,"Jamestown, ND","20,463","20,340","20,449","20,732","20,766","20,873","21,113","21,367","21,560","21,841","21,904","21,908"
27460,,"Jamestown-Dunkirk-Fredonia, NY","133,503","133,595","134,014","134,279","134,998","136,273","136,904","137,989","138,594","139,659","139,747","139,750"
27540,,"Jasper, IN","53,678","53,965","53,819","53,699","53,355","53,335","52,964","52,817","52,746","52,515","52,510","52,511"
27660,,"Jennings, LA","31,097","31,100","31,037","31,177","30,896","30,820","30,871","30,946","31,098","31,398","31,435","31,435"
27700,,"Jesup, GA","29,407","29,535","28,996","28,568","28,263","27,990","27,679","27,207","26,845","26,591","26,565","26,565"
27940,,"Juneau, AK","30,796","30,991","30,544","30,681","30,872","30,978","30,892","30,717","30,480","30,668","30,711","30,711"
27980,,"Kahului-Wailuku, HI","145,157","144,378","141,930","140,407","139,012","137,017","134,742","132,672","131,349","128,754","128,094","128,094"
28060,,"Kalispell, MT","89,624","89,104","87,200","84,824","82,535","80,635","79,167","77,284","75,997","74,710","74,471","74,471"
28180,,"Kapaa, HI","64,529","63,875","62,922","62,079","61,759","61,070","60,061","59,466","58,748","58,511","58,463","58,463"
28260,,"Kearney, NE","52,274","51,692","51,460","51,052","50,661","50,420","49,979","49,706","49,250","49,227","49,141","49,141"
28300,,"Keene, NH","77,045","77,182","77,445","77,369","76,830","76,546","76,008","75,016","74,383","73,984","73,825","73,825"
28340,,"Kendallville, IN","48,028","47,886","47,695","47,637","47,399","47,057","46,896","46,843","47,007","46,473","46,275","46,275"
28380,,"Kennett, MO","31,039","31,326","31,518","31,733","32,023","31,974","32,373","32,639","32,873","33,108","33,157","33,155"
28500,,"Kerrville, TX","48,381","47,928","47,488","47,082","46,169","45,571","44,897","44,654","44,206","43,826","43,649","43,653"
28540,,"Ketchikan, AK","13,005","13,081","13,124","13,302","13,150","13,122","13,266","13,540","13,743","13,983","14,066","14,070"
28580,,"Key West, FL","73,165","73,298","73,420","74,104","76,135","77,901","78,880","78,963","79,105","79,483","79,589","79,589"
28620,,"Kill Devil Hills, NC","34,296","34,052","34,019","33,856","33,659","33,454","32,885","32,034","30,908","30,176","29,952","29,967"
28780,,"Kingsville, TX","31,016","31,112","31,025","30,892","31,111","31,313","31,519","31,614","31,550","31,929","31,963","31,963"
28820,,"Kinston, NC","56,387","56,674","56,657","57,053","57,385","57,611","58,027","58,526","58,999","59,497","59,620","59,648"
28860,,"Kirksville, MO","29,279","29,121","28,715","28,741","28,678","28,938","28,943","29,145","29,063","29,129","29,147","29,147"
28900,,"Klamath Falls, OR","66,247","66,543","66,562","66,095","65,402","64,753","64,549","64,097","64,110","63,893","63,773","63,775"
28980,,"Kodiak, AK","13,346","13,170","13,074","13,093","13,050","13,178","13,303","13,629","13,717","13,966","13,913","13,913"
29060,,"Laconia, NH","61,358","61,276","61,027","60,885","60,962","60,756","59,964","58,993","57,850","56,584","56,325","56,325"
29220,,"La Follette, TN","40,970","40,781","40,562","40,505","40,412","40,387","39,960","39,839","39,805","39,861","39,794","39,854"
29260,,"La Grande, OR","25,038","25,073","25,061","24,479","24,456","24,327","24,472","24,470","24,349","24,544","24,530","24,530"
29300,,"LaGrange, GA","64,653","64,119","63,398","62,656","62,245","61,205","60,162","59,828","59,617","58,892","58,748","58,779"
29380,,"Lake City, FL","69,264","68,901","67,927","66,975","63,916","61,457","59,898","58,333","57,340","56,726","56,510","56,513"
29500,,"Lamesa, TX","13,657","13,735","13,806","13,925","14,030","14,011","14,325","14,411","14,854","14,941","14,983","14,985"
29580,,"Lancaster, SC","77,767","75,872","73,498","71,723","69,763","68,167","66,502","64,857","63,100","61,395","61,351","61,351"
29660,,"Laramie, WY","33,979","33,099","32,479","32,757","32,610","32,752","32,484","32,275","32,209","31,914","32,014","32,014"
29780,,"Las Vegas, NM","28,323","28,394","28,506","28,727","29,051","29,093","29,169","29,482","29,698","30,071","30,124","30,126"
29860,,"Laurel, MS","85,716","85,558","84,804","84,301","83,726","83,375","83,033","83,149","83,180","83,130","83,109","83,107"
29900,,"Laurinburg, NC","36,292","36,480","36,427","36,366","36,403","36,479","35,489","35,527","35,939","36,008","35,998","35,998"
29980,,"Lawrenceburg, TN","41,314","41,060","40,884","40,595","40,641","40,484","40,464","40,492","39,993","39,961","39,924","39,926"
30060,,"Lebanon, MO","35,432","35,478","35,276","34,869","34,176","33,469","33,118","32,849","32,881","32,589","32,513","32,513"
30100,,"Lebanon, NH-VT","171,739","171,977","171,519","171,472","170,911","170,532","169,694","168,846","168,032","167,587","167,388","167,387"
30220,,"Levelland, TX","22,272","22,278","22,224","22,385","22,636","22,564","22,676","22,575","22,571","22,656","22,716","22,716"
30260,,"Lewisburg, PA","43,560","43,626","43,589","43,594","42,753","42,532","42,056","42,037","41,949","41,647","41,624","41,624"
30280,,"Lewisburg, TN","30,279","30,015","29,382","28,716","28,093","27,776","27,427","27,291","27,132","26,880","26,774","26,767"
30380,,"Lewistown, PA","45,937","45,973","46,007","45,934","45,954","45,987","46,172","46,416","46,473","46,491","46,486","46,486"
30420,,"Lexington, NE","26,920","26,745","26,738","26,718","26,481","26,459","26,479","26,373","26,519","26,558","26,508","26,508"
30500,,"Lexington Park, MD","102,999","101,664","100,401","98,653","96,982","94,959","92,664","89,897","87,468","86,521","86,232","86,211"
30580,,"Liberal, KS","23,013","22,747","22,637","22,396","22,449","22,623","22,688","22,702","22,518","22,545","22,510","22,510"
30660,,"Lincoln, IL","29,776","29,907","29,880","29,938","30,211","30,452","30,486","30,713","30,880","31,149","31,192","31,183"
30740,,"Lincolnton, NC","76,043","74,742","72,838","71,049","68,967","67,543","66,878","66,046","65,153","64,107","63,783","63,780"
30820,,"Lock Haven, PA","36,797","36,992","37,125","37,230","37,169","37,227","37,384","37,521","37,706","37,915","37,910","37,914"
30900,,"Logansport, IN","39,065","39,144","39,116","39,312","39,680","39,958","40,182","40,380","40,918","40,965","40,930","40,930"
30940,,"London, KY","57,749","57,385","57,278","56,697","56,007","55,455","55,096","54,297","53,532","52,918","52,715","52,715"
31060,,"Los Alamos, NM","18,074","18,240","18,546","18,703","18,594","18,573","18,524","18,148","17,661","18,275","18,344","18,343"
31260,,"Lufkin, TX","83,675","82,841","82,585","82,097","81,126","80,926","80,662","80,263","79,983","80,245","80,130","80,130"
31300,,"Lumberton, NC","129,559","128,696","127,782","126,509","125,885","124,561","124,463","123,945","123,573","123,356","123,241","123,339"
31380,,"Macomb, IL","32,770","32,787","33,080","32,968","32,930","32,838","33,001","32,813","32,800","32,855","32,913","32,913"
31500,,"Madison, IN","33,010","32,926","32,430","32,554","32,222","31,981","31,911","31,972","31,941","31,728","31,705","31,705"
31580,,"Madisonville, KY","46,167","46,364","46,257","46,192","46,190","46,407","46,402","46,222","46,076","46,457","46,517","46,519"
31620,,"Magnolia, AR","23,854","24,104","24,308","24,622","24,572","24,791","24,815","25,171","25,311","25,564","25,607","25,603"
31660,,"Malone, NY","50,274","50,440","50,482","50,371","50,305","50,427","50,654","50,558","50,787","51,049","51,134","51,134"
31820,,"Manitowoc, WI","80,583","80,670","80,829","80,908","81,018","81,222","81,539","82,049","82,641","82,923","82,893","82,887"
31940,,"Marinette, WI-MI","65,937","66,309","66,434","66,785","67,518","67,625","67,938","68,176","68,366","68,723","68,710","68,710"
31980,,"Marion, IN","68,796","68,965","68,864","69,435","69,955","70,798","71,585","72,087","72,730","73,286","73,403","73,403"
32020,,"Marion, OH","65,655","65,629","65,504","65,465","65,712","65,738","65,900","65,878","66,004","66,151","66,213","66,217"
32060,,"Marion-Herrin, IL","65,169","64,605","64,248","63,543","63,493","63,064","62,315","62,089","61,736","61,265","61,294","61,296"
32100,,"Marquette, MI","65,703","65,462","65,165","65,129","65,029","65,063","64,623","64,751","64,616","64,597","64,629","64,634"
32140,,"Marshall, MN","25,074","25,032","24,845","24,841","24,756","24,631","24,809","25,014","25,392","25,439","25,429","25,425"
32180,,"Marshall, MO","22,821","22,595","22,710","22,759","22,862","22,947","22,869","22,963","23,404","23,742","23,756","23,756"
32220,,"Marshall, TX","64,795","63,775","63,299","63,294","62,476","62,371","61,836","62,003","62,290","62,057","62,110","62,110"
32260,,"Marshalltown, IA","39,259","39,236","39,075","38,877","39,020","39,227","39,033","39,033","39,274","39,317","39,311","39,311"
32270,,"Marshfield-Wisconsin Rapids, WI","73,932","73,841","73,827","74,021","74,496","74,791","74,905","75,112","75,356","75,548","75,557","75,555"
32280,,"Martin, TN","33,459","33,379","33,231","33,336","33,542","33,544","33,944","34,208","34,351","34,894","34,895","34,895"
32300,,"Martinsville, VA","69,523","70,033","70,132","70,396","70,616","71,103","71,679","72,155","72,750","73,278","73,349","73,346"
32340,,"Maryville, MO","22,130","22,041","22,051","22,014","22,055","22,004","21,936","21,992","21,940","21,875","21,912","21,912"
32380,,"Mason City, IA","51,150","51,345","51,538","51,666","52,036","52,362","52,861","53,057","53,545","54,249","54,356","54,356"
32460,,"Mayfield, KY","37,719","37,573","37,562","37,373","37,353","37,144","37,168","36,980","36,994","37,083","37,028","37,028"
32500,,"Maysville, KY","31,130","31,214","31,136","30,962","30,629","30,513","30,350","30,510","30,782","30,910","30,895","30,892"
32540,,"McAlester, OK","45,211","44,776","44,423","44,249","43,910","43,639","43,688","43,767","43,349","43,948","43,950","43,953"
32620,,"McComb, MS","52,872","53,121","53,103","53,420","51,978","51,812","51,903","52,073","52,205","52,560","52,539","52,539"
32660,,"McMinnville, TN","40,481","40,162","39,910","39,652","39,372","39,184","39,072","38,691","38,682","38,404","38,276","38,276"
32700,,"McPherson, KS","28,866","28,814","29,027","28,986","29,228","29,174","29,171","29,211","29,481","29,571","29,554","29,554"
32740,,"Meadville, PA","88,521","88,524","88,990","88,972","89,042","89,382","89,616","89,950","90,115","90,348","90,377","90,366"
32860,,"Menomonie, WI","42,968","42,714","42,556","42,304","41,540","41,329","40,947","40,785","40,530","39,952","39,858","39,858"
32940,,"Meridian, MS","106,139","105,851","105,334","104,493","104,672","105,173","105,631","105,730","105,897","106,445","106,553","106,569"
32980,,"Merrill, WI","29,404","29,521","29,632","29,729","29,873","29,891","29,782","29,785","29,643","29,701","29,641","29,641"
33020,,"Mexico, MO","25,556","25,777","25,697","25,941","25,798","25,544","25,741","25,801","25,721","25,807","25,853","25,853"
33060,,"Miami, OK","31,629","31,644","32,234","32,757","32,475","32,388","32,411","32,625","33,039","33,238","33,192","33,194"
33180,,"Middlesborough, KY","28,972","29,066","29,027","29,127","29,271","29,402","29,579","29,784","29,624","30,041","30,060","30,060"
33220,,"Midland, MI","82,548","82,567","82,596","82,802","83,179","83,473","83,578","83,449","83,516","82,994","82,874","82,874"
33300,,"Milledgeville, GA","55,556","56,474","56,144","55,185","55,148","54,970","54,763","54,790","54,702","54,794","54,778","54,776"
33380,,"Minden, LA","40,544","40,625","40,742","40,869","40,817","40,844","40,898","41,243","41,314","41,709","41,825","41,831"
33420,,"Mineral Wells, TX","27,567","27,532","27,344","27,557","27,255","27,086","27,145","27,056","27,086","27,084","27,026","27,026"
33500,,"Minot, ND","64,412","63,504","63,566","63,817","64,298","64,982","64,928","65,361","66,088","67,225","67,394","67,392"
33580,,"Mitchell, SD","22,482","22,482","22,551","22,601","22,472","22,474","22,119","22,062","22,070","21,881","21,880","21,880"
33620,,"Moberly, MO","25,501","25,641","25,608","25,457","25,434","25,196","25,008","24,711","24,696","24,670","24,663","24,663"
33820,,"Monroe, WI","36,110","36,045","35,757","35,431","34,812","34,494","34,067","34,031","33,836","33,724","33,647","33,647"
33940,,"Montrose, CO","41,412","40,484","39,452","38,098","37,069","36,192","35,674","35,108","34,342","33,600","33,432","33,432"
33980,,"Morehead City, NC","64,423","63,547","63,334","63,269","62,273","61,711","60,838","60,121","59,705","59,383","59,360","59,383"
34020,,"Morgan City, LA","50,815","51,005","51,163","51,569","50,871","51,541","51,898","52,189","52,528","53,256","53,500","53,500"
34140,,"Moscow, ID","38,046","37,857","37,295","37,375","36,984","36,664","36,085","35,599","35,554","34,884","34,935","34,935"
34180,,"Moses Lake, WA","88,098","85,616","83,111","81,390","79,845","78,982","78,148","77,129","76,171","74,959","74,697","74,698"
34220,,"Moultrie, GA","45,596","45,410","44,718","44,101","43,342","43,275","42,801","42,706","42,289","42,132","42,038","42,053"
34260,,"Mountain Home, AR","42,157","41,946","41,845","41,155","40,237","39,546","38,943","38,642","38,417","38,465","38,382","38,386"
34300,,"Mountain Home, ID","28,820","29,143","28,996","28,391","28,603","29,074","28,888","29,307","29,188","29,087","29,130","29,130"
34340,,"Mount Airy, NC","72,496","72,388","72,126","71,965","71,857","71,672","71,981","71,900","71,657","71,294","71,205","71,219"
34380,,"Mount Pleasant, MI","67,176","66,725","66,695","66,538","66,124","65,721","65,024","64,218","63,870","63,421","63,351","63,351"
34420,,"Mount Pleasant, TX","30,206","29,637","29,129","28,574","28,009","28,807","28,457","28,064","27,923","28,112","28,118","28,118"
34460,,"Mount Sterling, KY","44,046","43,916","43,374","43,054","42,493","41,870","41,554","41,310","40,790","40,386","40,204","40,195"
34500,,"Mount Vernon, IL","48,040","48,214","48,244","48,373","48,374","48,406","48,346","48,398","48,500","48,657","48,666","48,666"
34540,,"Mount Vernon, OH","59,637","59,373","58,967","58,403","57,975","57,460","56,818","56,124","55,364","54,642","54,503","54,500"
34660,,"Murray, KY","36,348","36,204","36,161","35,988","35,477","35,087","34,718","34,404","34,396","34,171","34,177","34,177"
34700,,"Muscatine, IA","54,179","54,364","54,224","54,028","53,727","53,854","53,855","53,998","53,964","53,969","53,905","53,905"
34780,,"Muskogee, OK","71,412","70,750","70,686","70,431","70,210","69,903","69,950","69,508","69,506","69,412","69,451","69,451"
34860,,"Nacogdoches, TX","64,117","63,351","62,569","61,938","61,064","60,525","59,900","59,508","59,615","59,258","59,201","59,203"
35020,,"Natchez, MS-LA","49,711","50,106","50,542","51,254","50,654","51,225","52,394","53,097","53,679","54,426","54,587","54,587"
35060,,"Natchitoches, LA","39,255","39,050","38,957","38,833","38,787","38,694","38,694","39,030","38,780","39,097","39,086","39,080"
35100,,"New Bern, NC","121,022","119,791","119,028","118,815","117,779","116,722","116,813","115,689","116,249","114,968","114,859","114,751"
35140,,"Newberry, SC","38,763","38,371","38,104","37,607","37,114","36,908","36,685","36,592","36,271","36,030","36,004","36,108"
35220,,"New Castle, IN","47,827","48,057","46,884","47,372","47,264","47,548","47,664","47,956","48,234","48,446","48,508","48,508"
35260,,"New Castle, PA","90,160","90,555","90,901","91,265","91,929","92,637","93,258","93,715","94,021","94,622","94,639","94,643"
35340,,"New Iberia, LA","75,101","75,020","74,810","74,481","73,599","73,399","73,390","73,345","73,277","73,234","73,266","73,266"
35420,,"New Philadelphia-Dover, OH","91,137","91,261","91,307","91,163","91,345","91,600","91,436","91,385","91,141","91,028","90,914","90,914"
35460,,"Newport, TN","36,047","35,804","35,393","35,079","34,708","34,455","34,287","33,982","33,670","33,630","33,568","33,565"
35500,,"Newton, IA","36,257","36,460","36,567","36,735","37,011","37,256","37,400","37,366","37,266","37,215","37,213","37,213"
35580,,"New Ulm, MN","25,603","25,748","25,926","26,051","26,079","26,502","26,629","26,837","26,897","26,876","26,911","26,911"
35700,,"Nogales, AZ","43,771","43,133","42,692","42,040","41,113","40,177","39,541","39,288","38,914","38,542","38,381","38,381"
35740,,"Norfolk, NE","48,000","47,680","47,751","49,071","49,399","49,537","49,828","49,898","49,681","49,451","49,538","49,538"
35820,,"North Platte, NE","36,890","36,907","36,697","36,696","36,384","36,083","35,773","35,661","35,884","35,941","35,939","35,939"
35860,,"North Vernon, IN","28,043","28,045","28,131","27,975","28,067","27,987","27,848","28,031","27,874","27,691","27,558","27,554"
35900,,"North Wilkesboro, NC","66,555","66,725","66,662","66,467","66,405","66,311","66,577","66,518","66,330","65,778","65,630","65,632"
35940,,"Norwalk, OH","59,849","60,067","60,031","60,020","60,019","59,932","59,873","59,884","59,595","59,585","59,487","59,487"
36020,,"Oak Harbor, WA","81,054","80,847","80,860","81,109","79,744","79,372","76,666","75,603","74,161","71,847","71,558","71,558"
36060,,"Oak Hill, WV","46,123","46,284","46,303","46,233","46,259","46,758","47,072","46,970","47,090","47,498","47,579","47,579"
36180,,"Ocean Pines, MD","49,122","49,169","49,221","49,067","48,828","48,902","48,705","48,209","47,598","46,772","46,543","46,543"
36300,,"Ogdensburg-Massena, NY","109,715","109,553","109,594","109,769","110,072","110,224","110,381","110,686","111,202","111,869","111,919","111,931"
36340,,"Oil City, PA","54,183","54,505","54,789","55,123","55,487","55,791","56,289","56,623","57,039","57,459","57,555","57,565"
36380,,"Okeechobee, FL","40,241","40,222","40,023","39,813","39,380","38,672","37,303","36,822","36,315","35,917","35,910","35,910"
36460,,"Olean, NY","79,689","79,835","80,253","80,578","81,389","82,366","82,968","83,126","83,297","84,017","83,955","83,955"
36580,,"Oneonta, NY","61,602","61,811","62,194","62,348","62,474","62,426","62,126","61,776","61,680","61,669","61,672","61,676"
36620,,"Ontario, OR-ID","53,844","53,824","53,743","53,045","52,589","52,262","52,368","52,374","52,324","52,161","52,193","52,193"
